Card,Date,Month,Time,Time Period,Amount,Amount_Range,Use Chip,Merchant Type,Merchant State_grouped,MCC_Category,Error_Group,Is Fraud?
1,2014-07-23,7,06:17,Morning,131.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
1,2014-07-24,7,06:11,Morning,32.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-07-25,7,16:56,Open Hours,33.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
1,2014-07-26,7,06:12,Morning,127.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-07-29,7,06:05,Morning,154.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-08-02,8,06:39,Morning,42.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-08-02,8,11:55,Open Hours,33.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-08-03,8,06:30,Morning,166.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-08-09,8,13:25,Open Hours,10.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
1,2014-08-12,8,20:24,Evening,65.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2014-08-14,8,10:47,Open Hours,3.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
1,2014-08-16,8,06:46,Morning,36.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-08-18,8,06:53,Morning,37.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-08-24,8,06:38,Morning,30.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-08-29,8,05:33,Night,38.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-08-31,8,16:52,Open Hours,16.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-09-01,9,06:05,Morning,101.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-09-01,9,14:15,Open Hours,33.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-09-01,9,14:19,Open Hours,3.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-09-03,9,19:24,Evening,14.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-09-04,9,17:38,Evening,7.0,0-200,Online Transaction,online,Online,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2014-09-04,9,20:34,Evening,51.0,0-200,Online Transaction,online,Online,Personal Care Services and Products,No Error,No
1,2014-09-07,9,06:08,Morning,119.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-09-07,9,06:57,Morning,158.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-09-07,9,13:03,Open Hours,85.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-09-07,9,13:03,Open Hours,-85.0,Less than Zero,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-09-07,9,13:16,Open Hours,38.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-09-07,9,13:19,Open Hours,10.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2014-09-07,9,17:15,Evening,31.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
1,2014-09-08,9,06:10,Morning,158.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-09-11,9,06:25,Morning,96.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-09-15,9,06:09,Morning,106.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-09-16,9,06:58,Morning,37.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-09-18,9,05:16,Night,124.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-09-20,9,06:30,Morning,45.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-09-20,9,16:36,Open Hours,34.0,0-200,Online Transaction,online,Online,Miscellaneous Services and Utilities,No Error,No
1,2014-09-22,9,14:14,Open Hours,3.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-09-23,9,20:13,Evening,67.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2014-09-24,9,19:18,Evening,7.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
1,2014-09-25,9,10:23,Open Hours,61.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
1,2014-09-25,9,17:32,Evening,4.0,0-200,Online Transaction,online,Online,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2014-09-26,9,06:15,Morning,188.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-09-27,9,13:11,Open Hours,100.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
1,2014-10-01,10,16:27,Open Hours,19.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-10-03,10,06:30,Morning,26.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-10-03,10,07:02,Morning,151.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-10-04,10,06:24,Morning,135.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-10-05,10,06:20,Morning,122.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,Insufficient Balance,No
1,2014-10-05,10,09:53,Open Hours,72.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
1,2014-10-07,10,06:33,Morning,7.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-10-08,10,13:02,Open Hours,-88.0,Less than Zero,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
1,2014-10-08,10,13:18,Open Hours,62.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
1,2014-10-08,10,13:25,Open Hours,88.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
1,2014-10-09,10,20:08,Evening,65.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2014-10-10,10,06:09,Morning,45.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-10-10,10,06:19,Morning,154.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-10-10,10,20:03,Evening,73.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2014-10-12,10,06:16,Morning,89.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-10-13,10,07:03,Morning,59.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-10-16,10,06:10,Morning,37.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-10-19,10,14:14,Open Hours,1199.0,More than 200,Swipe Transaction,in-person,USA CA,"Entertainment, Leisure, and Recreation",No Error,No
1,2014-10-21,10,14:11,Open Hours,5.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-10-25,10,13:20,Open Hours,11.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-10-26,10,06:02,Morning,135.0,0-200,Online Transaction,online,Online,Retail and Wholesale Stores,No Error,No
1,2014-10-26,10,06:47,Morning,39.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-10-27,10,06:07,Morning,133.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-10-27,10,06:33,Morning,34.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-10-27,10,09:44,Open Hours,65.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
1,2014-11-01,11,20:43,Evening,84.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2014-11-01,11,20:49,Evening,87.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",Insufficient Balance,No
1,2014-11-06,11,06:44,Morning,42.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-11-09,11,07:31,Morning,29.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-11-12,11,19:28,Evening,17.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-11-14,11,20:21,Evening,77.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2014-11-15,11,13:16,Open Hours,81.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,Bad Card Information,No
1,2014-11-15,11,13:17,Open Hours,64.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-11-15,11,13:21,Open Hours,12.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-11-15,11,13:25,Open Hours,-81.0,Less than Zero,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-11-17,11,06:01,Morning,109.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-11-17,11,06:26,Morning,47.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-11-17,11,14:07,Open Hours,3.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
1,2014-11-25,11,06:25,Morning,40.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-11-28,11,06:52,Morning,40.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-11-29,11,10:45,Open Hours,25.0,0-200,Swipe Transaction,in-person,USA CA,Personal Care Services and Products,No Error,No
1,2014-12-01,12,06:53,Morning,46.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-12-01,12,13:50,Open Hours,5.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
1,2014-12-02,12,13:07,Open Hours,14.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-12-04,12,06:00,Morning,143.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-12-06,12,13:00,Open Hours,61.0,0-200,Online Transaction,online,Online,Retail and Wholesale Stores,No Error,No
1,2014-12-11,12,09:51,Open Hours,41.0,0-200,Swipe Transaction,in-person,US not CA,Miscellaneous Services and Utilities,No Error,No
1,2014-12-12,12,13:29,Open Hours,11.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2014-12-13,12,07:16,Morning,30.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2014-12-16,12,14:14,Open Hours,3.0,0-200,Swipe Transaction,in-person,US not CA,Online Shopping,No Error,No
1,2014-12-20,12,20:26,Evening,66.0,0-200,Swipe Transaction,in-person,US not CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2014-12-20,12,20:45,Evening,99.0,0-200,Swipe Transaction,in-person,US not CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2014-12-21,12,13:16,Open Hours,10.0,0-200,Swipe Transaction,in-person,US not CA,Online Shopping,No Error,No
1,2014-12-29,12,16:45,Open Hours,107.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,Insufficient Balance,No
1,2014-12-30,12,06:01,Morning,143.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
1,2014-12-31,12,09:47,Open Hours,46.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
1,2015-01-01,1,17:54,Evening,6.0,0-200,Online Transaction,online,Online,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2015-01-04,1,05:43,Night,44.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-01-04,1,07:14,Morning,129.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-01-06,1,06:35,Morning,54.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-01-07,1,06:55,Morning,38.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-01-07,1,13:11,Open Hours,11.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2015-01-08,1,13:01,Open Hours,5.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-01-12,1,22:16,Night,30.0,0-200,Chip Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2015-01-14,1,11:40,Open Hours,39.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-01-14,1,13:53,Open Hours,7.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-01-16,1,13:38,Open Hours,68.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-01-16,1,16:39,Open Hours,66.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-01-21,1,06:55,Morning,36.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-01-23,1,21:42,Evening,28.0,0-200,Chip Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2015-01-24,1,13:26,Open Hours,12.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-01-24,1,13:30,Open Hours,98.0,0-200,Chip Transaction,in-person,USA CA,Online Shopping,No Error,No
1,2015-01-24,1,13:51,Open Hours,-98.0,Less than Zero,Chip Transaction,in-person,USA CA,Online Shopping,No Error,No
1,2015-01-24,1,13:59,Open Hours,59.0,0-200,Chip Transaction,in-person,USA CA,Online Shopping,No Error,No
1,2015-01-26,1,06:18,Morning,160.0,0-200,Chip Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
1,2015-01-27,1,06:54,Morning,43.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-01-29,1,06:58,Morning,28.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-02-02,2,19:07,Evening,7.0,0-200,Online Transaction,online,Online,Retail and Wholesale Stores,No Error,No
1,2015-02-08,2,06:14,Morning,134.0,0-200,Chip Transaction,in-person,US not CA,Retail and Wholesale Stores,No Error,No
1,2015-02-09,2,11:57,Open Hours,2.0,0-200,Chip Transaction,in-person,US not CA,Retail and Wholesale Stores,No Error,No
1,2015-02-11,2,06:29,Morning,88.0,0-200,Chip Transaction,in-person,US not CA,Online Shopping,No Error,No
1,2015-02-15,2,06:26,Morning,120.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-02-16,2,08:00,Morning,41.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-02-22,2,06:47,Morning,25.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-02-22,2,17:57,Evening,7.0,0-200,Online Transaction,online,Online,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2015-02-23,2,06:55,Morning,37.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-03-01,3,06:43,Morning,38.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-03-02,3,06:30,Morning,28.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-03-02,3,13:12,Open Hours,14.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2015-03-05,3,07:24,Morning,41.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-03-09,3,06:38,Morning,31.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-03-16,3,17:04,Evening,6.0,0-200,Online Transaction,online,Online,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2015-03-18,3,13:05,Open Hours,8.0,0-200,Chip Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2015-03-19,3,06:17,Morning,42.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-03-22,3,06:28,Morning,86.0,0-200,Online Transaction,online,Online,Retail and Wholesale Stores,No Error,No
1,2015-03-24,3,06:05,Morning,114.0,0-200,Chip Transaction,in-person,USA CA,Online Shopping,Insufficient Balance,No
1,2015-03-24,3,11:55,Open Hours,2.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-03-25,3,17:59,Evening,2.0,0-200,Online Transaction,online,Online,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2015-03-28,3,20:05,Evening,72.0,0-200,Chip Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2015-03-30,3,06:03,Morning,43.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-03-31,3,06:12,Morning,64.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-04-01,4,06:52,Morning,50.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-04-02,4,07:11,Morning,32.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-04-03,4,06:53,Morning,31.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-04-04,4,06:13,Morning,153.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-04-04,4,06:21,Morning,122.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,Insufficient Balance,No
1,2015-04-06,4,09:41,Open Hours,151.0,0-200,Chip Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
1,2015-04-09,4,16:54,Open Hours,30.0,0-200,Online Transaction,online,Online,Miscellaneous Services and Utilities,No Error,No
1,2015-04-09,4,19:46,Evening,45.0,0-200,Online Transaction,online,Online,Personal Care Services and Products,No Error,No
1,2015-04-12,4,20:03,Evening,61.0,0-200,Chip Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2015-04-13,4,06:05,Morning,122.0,0-200,Chip Transaction,in-person,USA CA,Online Shopping,Insufficient Balance,No
1,2015-04-15,4,06:38,Morning,50.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-04-17,4,06:18,Morning,133.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-04-21,4,09:59,Open Hours,57.0,0-200,Chip Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
1,2015-04-22,4,09:37,Open Hours,58.0,0-200,Chip Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
1,2015-04-22,4,16:33,Open Hours,25.0,0-200,Online Transaction,online,Online,Miscellaneous Services and Utilities,No Error,No
1,2015-04-27,4,05:48,Night,84.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-05-09,5,06:10,Morning,122.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-05-12,5,06:43,Morning,47.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-05-12,5,13:53,Open Hours,64.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-05-14,5,06:02,Morning,150.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-05-15,5,06:29,Morning,137.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-05-16,5,06:56,Morning,42.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-05-16,5,19:51,Evening,50.0,0-200,Online Transaction,online,Online,Personal Care Services and Products,No Error,No
1,2015-05-23,5,05:00,Night,120.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,Insufficient Balance,No
1,2015-05-23,5,21:44,Evening,26.0,0-200,Swipe Transaction,in-person,USA CA,"Entertainment, Leisure, and Recreation",No Error,No
1,2015-05-24,5,20:52,Evening,46.0,0-200,Chip Transaction,in-person,USA CA,Personal Care Services and Products,No Error,No
1,2015-05-30,5,13:14,Open Hours,63.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-05-30,5,13:20,Open Hours,-93.0,Less than Zero,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-05-30,5,13:23,Open Hours,93.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-05-31,5,06:42,Morning,16.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-06-02,6,06:16,Morning,103.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-06-05,6,14:50,Open Hours,135.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-06-06,6,06:58,Morning,33.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-06-07,6,11:16,Open Hours,27.0,0-200,Chip Transaction,in-person,USA CA,Personal Care Services and Products,No Error,No
1,2015-06-08,6,20:18,Evening,74.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2015-06-11,6,06:30,Morning,37.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-06-13,6,13:25,Open Hours,13.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-06-19,6,09:38,Open Hours,67.0,0-200,Chip Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
1,2015-06-20,6,06:40,Morning,37.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-06-20,6,17:46,Evening,6.0,0-200,Online Transaction,online,Online,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2015-06-21,6,13:55,Open Hours,67.0,0-200,Online Transaction,online,Online,Retail and Wholesale Stores,No Error,No
1,2015-06-22,6,06:12,Morning,47.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-06-24,6,06:10,Morning,158.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-06-25,6,09:26,Open Hours,43.0,0-200,Online Transaction,online,Online,Retail and Wholesale Stores,No Error,No
1,2015-06-29,6,06:03,Morning,65.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-07-03,7,13:12,Open Hours,10.0,0-200,Chip Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2015-07-03,7,20:25,Evening,205.0,More than 200,Chip Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
1,2015-07-05,7,06:31,Morning,32.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-07-07,7,06:14,Morning,144.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-07-11,7,13:47,Open Hours,64.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,Insufficient Balance,No
1,2015-07-11,7,20:37,Evening,41.0,0-200,Online Transaction,online,Online,Miscellaneous Services and Utilities,No Error,No
1,2015-07-15,7,06:54,Morning,46.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-07-19,7,06:08,Morning,28.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-07-22,7,17:56,Evening,7.0,0-200,Online Transaction,online,Online,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2015-07-26,7,00:44,Night,28.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-07-26,7,20:54,Evening,47.0,0-200,Chip Transaction,in-person,USA CA,Personal Care Services and Products,No Error,No
1,2015-07-28,7,16:34,Open Hours,110.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-07-29,7,05:38,Night,133.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-07-30,7,06:43,Morning,119.0,0-200,Chip Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
1,2015-07-31,7,20:19,Evening,69.0,0-200,Chip Transaction,in-person,US not CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2015-08-04,8,06:13,Morning,88.0,0-200,Chip Transaction,in-person,US not CA,Retail and Wholesale Stores,No Error,No
1,2015-08-04,8,20:24,Evening,83.0,0-200,Chip Transaction,in-person,US not CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2015-08-08,8,13:12,Open Hours,-52.0,Less than Zero,Chip Transaction,in-person,US not CA,Online Shopping,No Error,No
1,2015-08-08,8,13:17,Open Hours,68.0,0-200,Chip Transaction,in-person,US not CA,Online Shopping,No Error,No
1,2015-08-08,8,13:26,Open Hours,52.0,0-200,Chip Transaction,in-person,US not CA,Online Shopping,Technical Glitch,No
1,2015-08-12,8,13:19,Open Hours,10.0,0-200,Chip Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
1,2015-08-13,8,13:01,Open Hours,29.0,0-200,Chip Transaction,in-person,US not CA,Retail and Wholesale Stores,No Error,No
1,2015-08-13,8,13:19,Open Hours,65.0,0-200,Chip Transaction,in-person,US not CA,Retail and Wholesale Stores,No Error,No
